site_name,slug,ion_serial_number_1,ion_serial_number_2,city,country,post_code,state,street,dhcp1_broad,dhcp1_desc,dhcp1_GW,dhcp1_end,dhcp1_start,dhcp1_subnet,dhcp1_definition,dhcp1_value,INET1_peerip,INET1_Ipaddresssubnetmask,INET2_DESC,INET2_peerip,INET2_subnetmask,prisma_region,wireless_guest_id,is_wireless_guest_dhcp,wireless_guest_desc,wireless_guest_ipadd_with_cidr,wireless_mgmt_id,is_wireless_mgmt_dhcp,wireless_mgmt_desc,wireless_mgmt_ipadd_with_cidr,wireless_cisco_sec_id,is_wireless_cisco_sec_dhcp,wireless_cisco_sec_desc,wireless_cisco_sec_ipadd_with_cidr,kiosk_id,is_kiosk_dhcp,kiosk_desc,kiosk_ipadd_with_cidr,lan1_41_ipadd_with_cidr,lan1_01_id,is_lan1_01_dhcp,lan1_01_desc,lan1_01_ipadd_with_cidr,software_version,prisma_name,Path_policy,NAT_Policy,QOS_policy,ZBFW_policy,domain,link_bw_down,link_bw_up,static_route01_dst,static_route02_dst,controller1_MGMT_IP_with_CIDR,controller2_MGMT_IP_with_CIDR
Rancho Cordova - Mail Room,,30-021265-1600,30-021445-8904,Rancho Cordova,USA,95670,CA,11000 Olson Drive,10.209.3.63,Data Network,10.209.3.62,10.209.3.60,10.209.3.11,10.209.3.0/26,,,152.193.54.33,152.193.54.34/30,Verizon Secondary Internet- Circuit ID: C1219892,63.125.140.185,63.125.140.186/30,us-west-1:1,,,,,,,,,,,,,,,,,10.209.2.94/28,30,,Data Network,10.209.3.62/26,6.1.3-b1,RCCAM,Branch Path Stack,Default-NATPolicySetStack,Default QoS Simple Stack (Simple),Default Security Stack,East,50,50,10.205.0.1/32,,10.205.0.12/28,10.205.0.13/28
